;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;200 x 60 cm;;;;;;;;;;10156195;;;;28€;;;;;;23,33€;;;;200 x 60;;;;;;;;;25124412;;;;;;25€;;;20,83€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,20€;;;;;;;;34,44€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80 x 40 cm (1);;;;;;;;10361022;;;;;;;;9,80€;;;;;;30,63€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120 x 60 cm (1);;;;;;;;10361036;;;;;;;;23€;;;;;;31,94€;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
120 x 80 cm (1);;;;;;;;10977631;;;;;;;;30€;;;;;;31,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120 x 80 cm (1);;;;;;;;10962196;;;;;;;;27€;;;;;;28,13€;;;;1.Blanco/Rollo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROBLE ESPEJO;;;;;;;;;;;;;;;;;;;;;"CANTO PREENCOLADO
Rollo de 5 m.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60 x 40 cm (1);;;;;;;;10962161;;;;;;;;8€;;;;;;33,33€;;;;ANCHO 22 MM;;;;;;;;;;;;;;ROLLO;;;;;;;METRO;;;;ANCHO 50 MM;;;;;;;;;;;;ROLLO;;;;;METRO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80 x 40 cm (1);;;;;;;;10962175;;;;;;;;10,50€;;;;;;32,81€;;;;1.Blanco;;;;;;;;;;10002181;;;;2,50€;;;;;;;0,50€;;;;1.Blanco;;;;;;;10603985;;;;;4,90€;;;;;0,98€;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120 x 60 cm (1);;;;;;;;10962182;;;;;;;;20€;;;;;;27,78€;;;;2. Roble (1);;;;;;;;;;10002195;;;;2,50€;;;;;;;0,50€;;;;2. Roble;;;;;;;10603992;;;;;4,90€;;;;;0,98€;;;;;;;;;;;;;;;;;;;;;
CELOSÍAS DE MADERA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sin barnizar. (1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 CANAL;;;;;;;;;;;UNIDAD;;;;;;;METRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10 mm;;;;;;10977701;;;;;11€;;;;;;;4,51€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12 mm;;;;;;10046162;;;;;11€;;;;;;;4,51€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CELOSÍA DE PINO
Sin barnizar. (1)
CM                               UNIDAD   CM                               UNIDAD ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;CELOSÍA DE PINO;;;;;;;;;;;;;;;CELOSÍA DE PINO;;;;;;;;;;;;;;2 CANALES                                   UNIDAD         METRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10 mm            10977694;;;;;;;;;;;11€      4,51€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12 mm            10977673;;;;;;;;;;;11€      4,51€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" 151 x 62  10046085       
CABALLETES";;;;;;;;;;;;;;;;;; 220 x 84  10977680       ;;;;;;;;;;;Sin barnizar. 220 x 84 cm. 10046155(1);;;;;;;;;;;;;;;;;Sin barnizar. 220 x 84 cm. 10046113(1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CABALLETE MADERA
74 x 73.5 cm. Sección 40 x 17 mm.
10045349(48)
VIDRIO PLASTICOS";;;;;;;;;;;;;;;;;;;;;;;;;;"CABALLETE MADERA
75,5 x 73,5 cm. Sección 50 x 23 mm.
25016653(48)";;;;;;;;;;;;;;;;;;;;;;;;;;"CABALLETE MADERA
100 x 73.5 cm. Sección 50 x 23 mm.
10045352(48)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CM                                                                                  PLANCHA               M2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3,50 ¤
0.25 mm
PET";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100 x 100 x 0.5        Transparente      10000003;;;;;;;;;;;;;;;;;;;;;65€        65€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transparente. Se vende por metro lineal. Ancho 1 m. (28);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12 ¤;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200 x 100 x 0.25      Transparente      10000002;;;;;;;;;;;;;;;;;;;;;56€        56€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200 x 100 x 0.25 cm/ Plancha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200 x 100 x 0.5       Transparente      10000004;;;;;;;;;;;;;;;;;;;;;130€       130€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100 x 50 x 0,25;;;;;;;;Blanco;;;;;;;;10015630;;;;;14€;;;;;;14€;;MM;;;;;;;;;;;;;;;;M2;;;POLIPROPILENO ALVEOLAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100 x 50 x 0.5;;;;;;;;Blanco;;;;;;;;10015631;;;;;32€;;;;;;32€;;0.25;;;;;Rígido;;;;;10000014;;;;;;3,50€;;;CM;;;;;;;;;;;;;;;;;;;;;;;;PLANCHA;;;;M2;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100 x 100 x 0.25;;;;;;;;Blanco;;;;;;;;10000005;;;;;28€;;;;;;28€;;0.75;;;;;Rígido;;;;;10000015;;;;;;9,90€;;;200 x 100 x 0.25    Transparente;;;;;;;;;;;;;;;;;;;;10000011;;;;12€;;;;12€;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100 x 100 x 0.5;;;;;;;;Blanco;;;;;;;;10000007;;;;;65€;;;;;;65€;;0.50;;;;;Flexible;;;;;10054078;;;;;;10,90€;;;200 x 100 x 0.25    Blanco;;;;;;;;;;;;;;;;;;;;10000012;;;;12€;;;;12€;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200 x 100 x 0.25;;;;;;;;Blanco;;;;;;;;10000006;;;;;56€;;;;;;56€;;0.80;;;;;Flexible;;;;;10056420;;;;;;17€;;;200 x 100 x 0.25    Verde;;;;;;;;;;;;;;;;;;;;10000013;;;;12€;;;;12€;;;;;;;;;;;;;
(1) Consulta disponibilidad en tu Almacén. (28) Precio del metro lineal. (48) Los pesos anunciados son para cargas repartidas uniformemente con una distancia entre caballetes máxima de 1,40 metros.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESCALERAS ESCAMOTEABLES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28 ¤;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;¤;;;;;;20;;;;;;;;;;;;;¤;;;;;;;;;;28;;;;;;;;;;;;;¤;;;;;;;;;;;;;
89 x 9.5 x 1.7 cm.;;;;;;;;;;;;;;;;;;;;;;;;;;120 x 7 x 7 cm.;;;;;;;;;;;;;;;;;;;200 x 6.2 x 2.8 cm.;;;;;;;;;;;;;;;;;;;;;;200 x 7 x 4.5 cm.;;;;;;;;;;;;;;;;;;;;;;
BALAUSTRE;;;;;;;;;;;;;;;;;;;;;;;;;;PILAROTE;;;;;;;;;;;;;;;;;;;ZANCA;;;;;;;;;;;;;;;;;;;;;;PASAMANOS;;;;;;;;;;;;;;;;;;;;;;
ABETO;;;;;;;;;;;;;;;;;;;;;;;;;UNIDAD;ABETO;;;;;;;;;;;;;;UNIDAD;;;;;ABETO;;;;;;;;;;;;;;;;;;UNIDAD;;;;ABETO;;;;;;;;;;;;;;;;UNIDAD;;;;;;
 89 x 9.5 x 1.7 cm.     10025554         ;;;;;;;;;;;;;;;;;;;;;;;;;28€; 120 x 7 x 7 cm.      10027395         ;;;;;;;;;;;;;;19€;;;;; 200 x 6.2 x 2.8 cm.      10027360           ;;;;;;;;;;;;;;;;;;20€;;;; 200 x 6.2 x 4.5 cm.   10025561             ;;;;;;;;;;;;;;;;23€;;;;;;
" HAYA                                                 UNIDAD
 90 x 4.5 x 4.5 cm.     10111136      ";;;;;;;;;;;;;;;;;;;;;;" HAYA                                             UNIDAD
 110 x 7 x 7 cm.       10111143         ";;;;;;;;;;;;;;;;;" HAYA                                                       UNIDAD
 200 x 70 x 35 cm.         10111171           ";;;;;;;;;;;;;;;;;;;;;;" HAYA                                                     UNIDAD
 200 x 7 x 4.5 cm.      10111164             ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,50€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"KIT PASAMANOS A PARED ABETO
Pasamanos de abeto macizo. 244 x 5.5 x 4.5";;;;;;;;;;;;;;;;;;;;;;;;;;;"FIJACIÓN HAYA
Para pasamanos a pared.";;;;;;;;;;;;;;;;;UNIDAD;;;;;;;;;;UNIDAD;;;;;;;;;;;;;;PIÑA HAYA;;;;;;;;;;;;;;;;;;;;;
5,50€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,20€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cm. Sujección a pared metálica. 10027563;;;;;;;;;;;;;;;;;;;;;;;;;; Acabado latón         10111206         ;;;;;;;;;;;;;;;;;;;;; Acabado niquel        10111213         ;;;;;;;;;;;;;;;;;;;Haya maciza. 70 x 70 cm. 10111150;;;;;;;;;;;;;;;;;;;;;;;
POSTE PARA BARANDILLA DE VARIILLA;;;;;;;;;;;;;;;;;;;;;KIT PASAMANOS A PARED;;;;;;;;;;;;;;;;;;;;;;;"POSTE PARA  BARANDILLA DE CRISTAL
(1)
AIS304                                              UNIDAD";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(1);;;;;;;;;;;;;;;;;;;;;;;;;;Pasamanos y sujección a pared (1);;;;;;;;;;;;;;;;;;;;;;;;;Terminal;;;;;;;25105185;;;;;80€;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIS304;;;;;;;;;;;;;;;;;;UNIDAD;;;;;;;;AIS304;;;;;;;;;;;;;;;;;;;;UNIDAD;;;;;Recto;;;;;;;25105186;;;;;98€;;;;;;;;;;;;;;;;;;;;;;;;;;
Recto;;;;;;;;25105251;;;;80€;;;;;;2.000 x 42 mm;;;;;;;;;;;;;;10046723;;;;98€;;;Angulo;;;;;;;;;;;;25062346;;;103€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angulo;;;;;;;;25062348;;;;90€;;;;;;3.000 x 42 mm;;;;;;;;;;;;;;10046724;;;;148€;;;AIS316;;;;;;;;;;;;;;;UNIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIS316;;;;;;;;;;;;UNIDAD;;;;;;AIS316;;;;;;;;;;;;;;;;;;UNIDAD;;;Terminal   Satinado;;;;;;;;;;;;25105223;;;110€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recto   Satinado;;;;;;;;25105216;;;;98€;;;;;;2.000 x 42 mm  Satinado;;;;;;;;;;;;;;25105252;;;;120€;;;Recto       Satinado;;;;;;;;;;;;25105224;;;135€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angulo  Satinado;;;;;;;;25062347;;;;145€;;;;;;3.000 x 42 mm  Satinado;;;;;;;;;;;;;;25105253;;;;180€;;;Angulo     Satinado;;;;;;;;;;;;25062349;;;145€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9  ¤;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;;¤;;;;;;30 ¤;;;;;;;;;;8;;;;;;;;;;;;¤;;;"2.000 x 42 mm
PASAMANOS";;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIS304;;;;;;;;;;;;;;;;;;A pared;;;;;;;;;;;;;;;;;;AIS304;;;;;;;;;;AIS304;;;;;;;;;;;;;;;(1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
"UNION VARILLA
(1)";;;;;;;;;;;;;;;;;;"4 PINZAS CRISTAL
(1)";;;;;;;;;;;;;;;"ANCLAJE POSTE A SUELO
(1)";;;;;;;;;;;;;;;"PLETINA PASAMANOS
(1)";;;;;;;;;;;;;;;AIS304                                                      UNIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;
2.000 x 42 mm                10027761;;;;;;;;;;;;;;;;;;45€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.000 x 42 mm                10025055;;;;;;;;;;;;;;;;;;58€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
                                                     UNIDAD                                              CAJA                                                         UNIDAD                                                         UNIDAD ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" AIS304                 10465973         
 AIS316   Satinado   10057032         ";;;;;;;;;;;;;;;;;;;;;" A pared       10940076     
 A balaustre  10940083     ";;;;;;;;;;;;" AIS304                 25062361       
 AIS316   Satinado  25062362       ";;;;;;;;;;;;;;;" AIS304                 10509765         
 AIS316   Satinado  10870090         ";;;;;;;;;;;;;;;AIS316                                                       UNIDAD;;;;;;;;;;;;;;;;;;;;;;;;;;
3.000 x 42 mm  Satinado  10046704;;;;;;;;;;;;;;;;;;110€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"POSTE PARA VARILLAS
(1)
AIS304                                                           UNIDAD";;;;;;;;;;;;;;;;;;;;;;;;;"SUJECION PASAMANOS A PARED
(1)
AIS304                                                         UNIDAD";;;;;;;;;;;;;;;;;;;;;UNION PASAMANOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Fija
Regulable";;;;;;;;;;;;"10025067
25016645";;;;;;"11€
13€";;;"Fija
Regulable";;;;;;;;;;;"25062363
25062366";;;;"14€
18€";;;AIS304 (1);;;;;;;;;;;;;UNIDAD;;;;;;"AIS304
TAPON TE";;;;;;;;RMINAL;;;;PASAMANOS;;;;;;;;;;;;;;;;;;;
AIS316;;;;;;;;;;;;;;;;;;UNIDAD;;;AIS316;;;;;;;;;;;;;;;UNIDAD;;;Recto;;;;;;;;10025065;;;;;9€;;;;;;;;;;;;;;;;;;;;;;;;UNIDAD;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fija;;;;;;Satinado;;;;;;10046713;;;;;;15€;;;Fija;;;;;;Satinado;;;;;25062360;;;;19€;;;90º;;;;;;;;25062364;;;;;25€;;;;;;AIS304 (1);;;;;;;;;;;;10025061;;;;;;3,50€;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Regulable;;;;;;Satinado;;;;;;10046712;;;;;;16€;;;Regulable;;;;;;Satinado;;;;;25062365;;;;22€;;;Regulable;;;;;;;;10030340;;;;;25,30€;;;;;;AIS316;;;;;;;;Satinado;;;;10870076;;;;;;5,50€;;;;;;;;;;;;;
(1) Consulta disponibilidad en tu Almacén.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
